ts_ms,heap_mb,total_mb,num_gc,pause_ms
1766168364246,938.61,969.80,9,0.00
1766168364293,942.31,1002.74,9,0.00
1766168364367,942.86,1052.51,10,1.52
1766168364389,933.79,1059.58,11,1.52
1766168364435,942.72,1099.93,11,1.52
1766168364507,939.33,1144.88,12,1.52
1766168364530,938.27,1156.15,13,1.52
1766168364583,941.92,1195.86,13,1.52
1766168364662,940.76,1242.30,14,1.52
1766168364686,940.81,1253.71,15,1.52
1766168364739,940.47,1289.61,15,1.52
1766168364814,934.30,1329.82,16,2.04
1766168364847,929.89,1371.99,17,3.56
1766168364885,943.01,1385.11,17,3.56
1766168364951,942.88,1432.61,18,3.56
1766168364984,930.11,1466.97,19,4.72
1766168365044,937.69,1487.61,20,4.72
1766168365097,943.34,1528.22,20,4.72
1766168365130,937.30,1539.79,21,4.72
1766168365180,943.38,1575.69,21,4.72
1766168365250,942.90,1623.20,22,4.72
1766168365283,930.13,1658.23,23,4.72
1766168365334,936.77,1674.88,24,4.72
1766168365400,942.91,1718.87,24,4.72
1766168365432,930.61,1752.25,25,4.72
1766168365494,939.08,1775.20,26,4.72
1766168365542,942.67,1812.55,26,4.72
1766168365583,931.13,1847.00,27,4.72
1766168365642,929.98,1889.19,28,5.17
1766168365686,943.23,1904.57,28,5.17
1766168365730,931.86,1941.30,29,5.17
1766168365782,940.16,1963.43,30,6.18
1766168365836,942.98,1998.92,30,6.18
1766168365883,933.05,2036.05,31,6.18
1766168365930,939.76,2057.47,32,6.18
1766168365981,941.63,2089.99,32,6.18
1766168366052,941.31,2136.91,33,6.18
1766168366084,939.71,2148.87,34,6.18
1766168366135,941.34,2180.38,34,6.18
1766168366210,942.52,2227.85,35,6.18
1766168366232,942.92,2244.58,36,6.18
1766168366282,943.08,2271.87,36,6.18
1766168366355,938.46,2315.11,37,6.18
1766168366387,931.46,2353.53,38,6.18
1766168366459,929.67,2400.52,39,6.18
1766168366506,940.00,2410.85,39,6.18
1766168366534,943.18,2434.17,40,6.69
1766168366580,940.23,2458.06,40,6.69
1766168366650,941.64,2502.42,41,6.69
1766168366683,926.81,2533.71,42,6.69
1766168366739,942.79,2561.58,43,6.69
1766168366794,942.63,2593.61,43,6.69
1766168366834,931.68,2629.97,44,6.69
1766168366896,942.07,2654.97,45,7.20
1766168366935,942.56,2689.33,45,7.20
1766168366986,933.84,2726.50,46,7.20
1766168367034,930.48,2767.93,47,7.20
1766168367092,942.24,2793.49,48,7.20
1766168367146,942.80,2827.89,48,7.20
1766168367215,941.92,2871.29,49,7.20
1766168367240,936.59,2895.37,50,7.20
1766168367288,941.79,2919.72,50,7.20
1766168367357,942.40,2952.62,51,7.20
1766168367393,933.30,2981.84,52,7.20
1766168367432,935.42,2983.96,52,7.20
1766168367505,940.82,3025.35,53,7.20
1766168367569,932.17,3050.91,54,8.72
1766168367588,944.07,3062.81,54,8.72
1766168367657,943.09,3095.58,55,9.95
1766168367689,941.70,3109.43,56,9.95
1766168367733,943.20,3135.07,56,9.95
1766168367805,940.03,3165.52,57,9.95
1766168367831,942.69,3182.93,58,10.46
1766168367903,937.89,3211.46,59,11.47
1766168367947,939.47,3233.26,59,11.47
1766168367995,935.38,3259.42,60,11.98
1766168368047,936.34,3275.10,61,12.49
1766168368090,940.39,3296.58,61,12.49
1766168368163,940.87,3324.99,62,12.49
1766168368200,940.31,3352.42,63,14.01
1766168368246,1030.10,3442.22,63,14.01
1766168368294,998.43,3444.02,64,14.01
1766168368339,1090.88,3536.47,64,14.01
1766168368389,1004.99,3542.08,65,14.01
1766168368438,1100.64,3637.74,65,14.01
1766168368494,1007.40,3641.01,66,14.01
1766168368543,1086.90,3720.51,66,14.01
1766168368595,1010.16,3740.07,67,14.01
1766168368645,1104.33,3834.24,67,14.01
1766168368704,1012.05,3839.42,68,14.01
1766168368740,1079.62,3906.99,68,14.01
1766168368810,1012.26,3938.85,69,14.01
1766168368859,1110.54,4037.13,69,14.01
1766168368918,1013.23,4038.37,70,14.01
1766168368945,1045.47,4070.61,70,14.01
1766168369021,1013.65,4137.93,71,14.01
1766168369035,1041.73,4166.01,71,14.01
1766168369132,1013.74,4237.54,72,14.01
1766168369132,1013.74,4237.55,72,14.01
1766168369182,1112.24,4336.05,72,14.01
1766168369235,1015.08,4338.44,73,14.01
1766168369285,1106.22,4429.58,73,14.01
1766168369340,1018.99,4436.91,74,14.01
1766168369388,1105.80,4523.72,74,14.01
1766168369441,1028.61,4536.94,75,14.01
1766168369485,1120.93,4629.26,75,14.01
1766168369549,1029.54,4638.02,76,14.01
1766168369599,1112.20,4720.68,76,14.01
1766168369652,1035.36,4739.18,77,14.01
1766168369702,1089.70,4793.52,77,14.01
1766168369769,1037.53,4840.95,78,14.01
1766168369794,1064.63,4868.04,78,14.01
1766168369878,1039.47,4942.90,79,14.01
1766168369902,1069.17,4972.60,79,14.01
1766168369984,1047.83,5045.07,80,14.01
1766168369984,1047.83,5045.07,80,14.01
1766168370033,1149.76,5147.00,80,14.01
1766168370109,1052.84,5151.87,81,14.01
1766168370140,1133.52,5232.55,81,14.01
1766168370199,1049.24,5251.04,82,14.01
1766168370250,1135.08,5336.89,82,14.01
1766168370290,1057.86,5354.29,83,14.01
