ts_ms,heap_mb,total_mb,num_gc,pause_ms
1766168137628,938.69,966.25,9,3.66
1766168137678,943.11,999.31,9,3.66
1766168137759,934.27,1041.07,10,3.66
1766168137773,937.89,1055.22,11,3.66
1766168137827,942.13,1096.59,11,3.66
1766168137894,942.91,1144.51,12,4.17
1766168137924,929.17,1178.61,13,4.17
1766168137994,941.43,1202.90,14,4.17
1766168138035,942.38,1239.18,14,4.17
1766168138104,943.67,1289.86,15,4.17
1766168138134,951.00,1310.39,16,4.17
1766168138180,936.85,1341.15,17,4.17
1766168138229,935.85,1382.43,17,4.17
1766168138279,930.84,1423.43,18,4.17
1766168138338,938.60,1447.11,19,4.17
1766168138382,942.83,1484.21,19,4.17
1766168138450,943.00,1531.54,20,4.17
1766168138472,944.93,1547.75,21,4.17
1766168138523,940.38,1576.02,21,4.17
1766168138593,941.13,1624.24,22,5.68
1766168138662,929.14,1659.79,23,5.68
1766168138687,940.00,1685.84,24,5.68
1766168138735,942.96,1720.42,24,5.68
1766168138804,940.44,1765.95,25,5.68
1766168138835,929.60,1801.58,26,5.68
1766168138872,942.65,1814.62,26,5.68
1766168138931,939.33,1858.43,27,5.68
1766168139007,941.48,1906.83,28,5.68
1766168139034,949.23,1939.81,29,5.68
1766168139079,942.95,1957.64,29,5.68
1766168139148,937.45,2000.53,30,5.68
1766168139178,927.90,2038.30,31,5.68
1766168139235,942.62,2067.39,32,5.68
1766168139277,938.71,2094.44,32,5.68
1766168139345,936.60,2140.24,33,7.26
1766168139379,944.85,2164.72,34,7.26
1766168139427,941.62,2190.10,34,7.26
1766168139488,937.60,2235.30,35,7.26
1766168139522,941.09,2256.22,36,9.25
1766168139572,943.03,2286.54,36,9.25
1766168139639,942.28,2333.23,37,10.78
1766168139710,930.80,2366.69,38,10.78
1766168139735,944.30,2398.39,39,10.78
1766168139783,942.58,2426.54,39,10.78
1766168139856,943.11,2472.27,40,10.78
1766168139878,940.97,2489.70,41,10.78
1766168139924,943.04,2520.09,41,10.78
1766168139992,939.91,2561.60,42,12.29
1766168140023,930.48,2599.37,43,12.29
1766168140082,941.02,2629.52,44,12.29
1766168140129,942.95,2659.56,44,12.29
1766168140198,933.35,2696.36,45,12.29
1766168140232,932.27,2740.16,46,12.29
1766168140272,943.84,2751.73,46,12.29
1766168140340,941.47,2798.78,47,12.29
1766168140374,927.03,2831.25,48,12.80
1766168140429,941.57,2859.18,49,12.80
1766168140480,939.71,2888.02,49,12.80
1766168140553,942.63,2937.39,50,12.80
1766168140583,928.85,2970.14,51,12.80
1766168140630,938.67,2979.96,51,12.80
1766168140690,940.08,3027.18,52,14.32
1766168140733,954.99,3060.41,53,14.32
1766168140780,943.98,3074.39,53,14.32
1766168140826,937.12,3106.11,54,14.32
1766168140876,956.35,3138.00,55,14.32
1766168140929,1011.22,3216.28,55,14.32
1766168141003,990.36,3233.69,56,14.32
1766168141024,1068.92,3312.25,56,14.32
1766168141115,1043.28,3362.94,57,14.32
1766168141169,995.30,3410.71,58,14.32
1766168141185,1022.37,3437.78,58,14.32
1766168141271,995.57,3508.53,59,14.32
1766168141283,1018.39,3531.36,59,14.32
1766168141322,1092.87,3605.84,59,14.32
1766168141374,996.35,3606.95,60,14.32
1766168141422,1093.12,3703.72,60,14.32
1766168141520,1095.11,3801.86,61,14.32
1766168141522,1095.91,3802.66,61,14.32
1766168141585,1005.51,3803.88,62,14.32
1766168141622,1103.44,3901.81,62,14.32
1766168141716,1051.17,3947.72,63,14.32
1766168141772,1012.78,4001.26,64,14.32
1766168141772,1012.83,4001.30,64,14.32
1766168141822,1112.07,4100.55,64,14.32
1766168141877,1014.01,4101.39,65,14.32
1766168141922,1112.07,4199.45,65,14.32
1766168141978,1021.43,4208.24,66,14.32
1766168142026,1112.16,4298.97,66,14.32
1766168142079,1023.10,4301.03,67,14.32
1766168142125,1119.31,4397.24,67,14.32
1766168142192,1032.58,4401.58,68,14.32
1766168142228,1131.84,4500.84,68,14.32
1766168142282,1032.99,4502.42,69,14.32
1766168142331,1126.92,4596.34,69,14.32
1766168142401,1041.04,4604.01,70,14.84
1766168142425,1124.67,4687.65,70,14.84
1766168142488,1044.23,4705.62,71,14.84
1766168142538,1130.56,4791.95,71,14.84
1766168142593,1050.79,4809.47,72,14.84
1766168142633,1136.39,4895.07,72,14.84
1766168142698,1057.75,4912.83,73,14.84
1766168142733,1126.16,4981.24,73,14.84
1766168142809,1064.27,5016.78,74,14.84
1766168142831,1105.59,5058.09,74,14.84
1766168142919,1064.87,5121.31,75,14.84
1766168142922,1067.24,5123.68,75,14.84
1766168142973,1167.82,5224.26,75,14.84
1766168143063,1102.16,5251.09,76,14.84
1766168143080,1182.16,5331.10,76,14.84
1766168143140,1081.96,5332.22,77,14.84
