ts_ms,heap_mb,total_mb,num_gc,pause_ms
1766167667307,940.25,973.90,8,2.06
1766167667372,941.63,1023.65,9,2.06
1766167667400,930.74,1064.92,10,3.59
1766167667462,938.93,1098.26,11,3.59
1766167667498,942.99,1126.22,11,3.59
1766167667565,942.82,1174.06,12,3.59
1766167667631,933.58,1213.05,13,3.59
1766167667648,937.88,1230.11,14,3.59
1766167667698,942.65,1270.11,14,3.59
1766167667766,940.56,1315.16,15,3.59
1766167667833,943.07,1365.90,16,3.59
1766167667853,940.08,1377.45,17,3.59
1766167667901,941.98,1413.57,17,3.59
1766167667968,943.01,1462.08,18,4.11
1766167668032,938.94,1505.57,19,4.11
1766167668057,951.75,1533.81,20,4.46
1766167668100,943.12,1557.24,20,4.46
1766167668148,937.43,1603.29,21,4.46
1766167668231,937.56,1651.69,22,4.46
1766167668252,940.61,1669.59,23,4.46
1766167668297,942.81,1704.55,23,4.46
1766167668362,942.51,1750.67,24,4.46
1766167668420,939.93,1794.85,25,4.46
1766167668454,927.77,1830.57,26,4.46
1766167668497,942.39,1845.18,26,4.46
1766167668559,942.01,1890.13,27,4.46
1766167668609,937.24,1933.05,28,4.46
1766167668649,930.66,1972.19,29,4.46
1766167668713,934.58,1998.73,30,4.46
1766167668759,942.96,2032.57,30,4.46
1766167668827,941.54,2076.68,31,6.17
1766167668849,938.35,2091.50,32,7.68
1766167668897,942.62,2123.37,32,7.68
1766167668960,942.44,2170.91,33,7.68
1766167669027,936.54,2209.72,34,7.68
1766167669053,928.01,2249.16,35,8.19
1766167669113,941.50,2280.56,36,8.19
1766167669159,938.78,2305.28,36,8.19
1766167669225,942.60,2355.87,37,8.19
1766167669257,941.43,2373.34,38,8.19
1766167669310,942.46,2402.85,38,8.19
1766167669376,942.80,2449.56,39,8.19
1766167669408,942.46,2467.49,40,8.19
1766167669453,942.81,2495.16,40,8.19
1766167669519,943.11,2543.31,41,8.19
1766167669585,941.36,2587.79,42,8.19
1766167669601,947.80,2607.56,43,8.19
1766167669651,942.96,2637.03,43,8.19
1766167669715,943.21,2683.52,44,8.19
1766167669780,938.33,2725.90,45,8.19
1766167669804,941.64,2750.28,46,8.19
1766167669847,941.77,2774.35,46,8.19
1766167669912,941.74,2820.22,47,8.19
1766167669963,938.86,2861.20,48,8.19
1766167669999,939.52,2889.60,49,8.19
1766167670062,941.28,2931.25,50,8.19
1766167670099,939.65,2954.69,50,8.19
1766167670150,934.56,2996.79,51,8.19
1766167670233,942.83,3047.70,52,8.19
1766167670257,931.24,3081.54,53,8.19
1766167670298,941.68,3091.97,53,8.19
1766167670362,941.81,3128.84,54,8.19
1766167670431,931.42,3155.19,55,9.70
1766167670448,942.57,3178.35,56,9.70
1766167670506,943.07,3200.88,56,9.70
1766167670561,934.10,3227.94,57,9.70
1766167670599,933.04,3261.85,58,9.70
1766167670660,943.25,3290.79,59,9.70
1766167670713,941.48,3303.95,59,9.70
1766167670773,938.93,3334.37,60,9.70
1766167670805,933.14,3362.19,61,10.73
1766167670849,1004.05,3433.09,61,10.73
