ts_ms,heap_mb,total_mb,num_gc,pause_ms
1766168480638,939.80,965.13,9,0.00
1766168480682,943.75,996.66,9,0.00
1766168480752,942.40,1046.74,10,1.52
1766168480803,929.94,1081.49,11,1.52
1766168480845,938.00,1101.12,12,1.52
1766168480883,938.63,1138.43,12,1.52
1766168480963,938.52,1186.28,13,1.52
1766168480988,940.10,1199.98,14,1.52
1766168481045,941.98,1237.63,14,1.52
1766168481112,936.36,1279.64,15,1.52
1766168481143,936.36,1317.31,16,1.52
1766168481185,943.02,1333.42,16,1.52
1766168481254,942.67,1381.14,17,1.52
1766168481311,928.86,1417.79,18,1.52
1766168481345,940.05,1442.44,19,3.03
1766168481381,938.46,1474.06,19,3.03
1766168481462,938.42,1521.46,20,4.54
1766168481532,942.98,1573.46,21,4.54
1766168481585,936.64,1615.04,22,4.54
1766168481633,930.76,1656.35,23,4.54
1766168481679,941.49,1667.07,23,4.54
1766168481752,942.92,1717.01,24,4.54
1766168481802,929.61,1749.61,25,4.54
1766168481846,937.88,1774.09,26,4.54
1766168481894,941.86,1809.09,26,4.54
1766168481961,942.91,1855.74,27,4.54
1766168481982,937.66,1867.00,28,4.54
1766168482045,942.63,1903.80,28,4.54
1766168482112,943.28,1949.22,29,4.54
1766168482143,927.14,1983.82,30,4.54
1766168482184,941.92,1998.60,30,4.54
1766168482254,943.03,2044.30,31,5.54
1766168482284,941.11,2075.30,32,5.54
1766168482329,943.20,2091.70,32,5.54
1766168482392,941.08,2136.56,33,5.54
1766168482469,941.99,2185.04,34,5.54
1766168482490,940.07,2197.29,35,5.54
1766168482536,942.79,2232.53,35,5.54
1766168482605,942.65,2279.59,36,7.09
1766168482630,942.52,2296.19,37,7.09
1766168482694,936.78,2338.94,38,7.09
1766168482747,942.79,2373.03,38,7.09
1766168482816,942.81,2420.24,39,7.09
1766168482837,939.48,2435.36,40,7.09
1766168482886,942.89,2466.10,40,7.09
1766168482956,942.51,2513.37,41,7.09
1766168483003,929.41,2545.93,42,7.09
1766168483037,943.22,2559.73,42,7.09
1766168483089,934.70,2597.91,43,7.09
1766168483134,938.56,2624.52,44,7.60
1766168483179,942.76,2650.92,44,7.60
1766168483249,942.71,2698.81,45,7.60
1766168483282,930.88,2731.50,46,8.61
1766168483335,943.05,2757.59,47,8.61
1766168483387,942.17,2790.82,47,8.61
1766168483463,940.23,2833.81,48,8.61
1766168483493,926.23,2867.76,49,8.61
1766168483533,943.45,2884.98,49,8.61
1766168483601,936.79,2921.60,50,8.61
1766168483658,926.15,2959.48,51,9.12
1766168483680,1001.90,3035.23,51,9.12
1766168483740,987.51,3064.01,52,9.12
1766168483819,994.95,3132.66,53,9.12
1766168483875,1082.94,3220.65,53,9.12
1766168483879,1092.61,3230.32,53,9.12
1766168483932,1007.16,3232.74,54,9.12
1766168483982,1103.56,3329.14,54,9.12
1766168484032,1006.93,3330.96,55,9.12
1766168484081,1102.70,3426.74,55,9.12
1766168484139,1013.32,3429.09,56,9.12
1766168484188,1112.29,3528.06,56,9.12
1766168484253,1042.82,3550.23,57,9.12
1766168484296,1120.67,3628.08,57,9.12
1766168484356,1021.85,3628.89,58,9.63
1766168484394,1063.60,3670.65,58,9.63
1766168484468,1022.01,3729.32,59,9.63
1766168484489,1063.62,3770.93,59,9.63
1766168484582,1022.05,3829.76,60,9.63
1766168484582,1022.06,3829.76,60,9.63
1766168484634,1121.40,3929.10,60,9.63
1766168484700,1022.05,3930.18,61,9.63
1766168484746,1120.85,4028.98,61,9.63
1766168484790,1023.57,4031.20,62,9.63
1766168484871,1083.83,4091.47,62,9.63
1766168484934,1023.08,4131.14,63,9.63
1766168484934,1023.12,4131.17,63,9.63
1766168484983,1123.57,4231.63,63,9.63
1766168485042,1033.82,4235.10,64,9.63
1766168485095,1132.86,4334.13,64,9.63
1766168485158,1033.35,4335.88,65,9.63
1766168485199,1109.41,4411.94,65,9.63
1766168485279,1033.43,4437.40,66,9.63
1766168485279,1033.43,4437.40,66,9.63
1766168485332,1133.90,4537.87,66,9.63
1766168485445,1134.28,4639.75,67,10.15
1766168485508,1033.48,4640.43,68,11.87
1766168485539,1085.36,4692.31,68,11.87
1766168485626,1033.53,4741.95,69,11.87
1766168485648,1077.37,4785.80,69,11.87
1766168485680,1134.58,4843.01,69,11.87
1766168485752,1065.87,4875.76,70,11.87
1766168485794,1134.77,4944.66,70,11.87
1766168485853,1033.65,4944.99,71,11.87
1766168485898,1095.91,5007.25,71,11.87
1766168485972,1041.51,5046.54,72,11.87
1766168485995,1085.79,5090.82,72,11.87
1766168486083,1042.26,5148.82,73,11.87
1766168486083,1042.30,5148.86,73,11.87
1766168486129,1144.12,5250.68,73,11.87
1766168486202,1077.08,5285.82,74,11.87
1766168486230,1125.58,5334.33,74,11.87
1766168486303,1043.29,5353.61,75,11.87
1766168486350,1145.23,5455.55,75,11.87
1766168486409,1043.33,5455.99,76,11.87
1766168486443,1086.32,5498.99,76,11.87
1766168486518,1048.64,5558.51,77,11.87
1766168486535,1085.78,5595.65,77,11.87
1766168486629,1049.09,5661.45,78,11.87
1766168486629,1049.13,5661.49,78,11.87
1766168486679,1151.99,5764.35,78,11.87
1766168486762,1049.61,5764.84,79,11.87
